length_url,nb_dots,nb_hyphens,nb_at,nb_slash,nb_www,nb_com,status
-0.43632748389296544,0.37911625051187764,-0.477983964064002,-0.14291456824952412,-0.6851610155380863,1.0989073514469665,-0.3377294035229025,0
0.28706654890222394,-1.0811360640123888,-0.477983964064002,-0.14291456824952412,0.3774428389531385,-0.8935594992888882,-0.3377294035229025,1
1.1732242390763308,1.1092424077740108,0.001173789773179425,-0.14291456824952412,0.3774428389531385,-0.8935594992888882,2.3008537012390766,1
-0.7799396494706804,-0.3510099067502556,-0.477983964064002,-0.14291456824952412,-1.2164629427836986,-0.8935594992888882,-0.3377294035229025,0
-0.11080016913513023,-0.3510099067502556,0.48033154361036096,-0.14291456824952412,0.3774428389531385,1.0989073514469665,-0.3377294035229025,0
-0.5267517379923641,0.37911625051187764,0.001173789773179425,-0.14291456824952412,-0.6851610155380863,-0.8935594992888882,2.3008537012390766,1
-0.7618547986508006,-0.3510099067502556,-0.477983964064002,-0.14291456824952412,-1.2164629427836986,1.0989073514469665,-0.3377294035229025,0
0.35940595218174287,-0.3510099067502556,-0.477983964064002,-0.14291456824952412,0.3774428389531385,1.0989073514469665,-0.3377294035229025,1
-0.34590322979356675,-0.3510099067502556,-0.477983964064002,-0.14291456824952412,-0.6851610155380863,-0.8935594992888882,-0.3377294035229025,0
0.7753575210389767,-1.0811360640123888,4.313593574307813,-0.14291456824952412,0.9087447661987509,-0.8935594992888882,-0.3377294035229025,0
-0.0927153183152505,0.37911625051187764,-0.477983964064002,-0.14291456824952412,-0.15385908829247386,1.0989073514469665,-0.3377294035229025,0
-0.32781837897368704,-0.3510099067502556,0.9594892974475424,-0.14291456824952412,-0.6851610155380863,1.0989073514469665,-0.3377294035229025,0
0.39557565382150234,-1.0811360640123888,3.8344358204706315,-0.14291456824952412,-0.15385908829247386,-0.8935594992888882,-0.3377294035229025,0
-0.5448365888122438,-0.3510099067502556,-0.477983964064002,-0.14291456824952412,-0.6851610155380863,-0.8935594992888882,-0.3377294035229025,1
-0.6533456937315223,-0.3510099067502556,-0.477983964064002,-0.14291456824952412,-0.6851610155380863,1.0989073514469665,-0.3377294035229025,0
-0.18313957241464918,0.37911625051187764,-0.477983964064002,-0.14291456824952412,-0.15385908829247386,-0.8935594992888882,-0.3377294035229025,1
-0.5448365888122438,-0.3510099067502556,-0.477983964064002,-0.14291456824952412,-0.6851610155380863,1.0989073514469665,-0.3377294035229025,0
-0.2012244232345289,-0.3510099067502556,-0.477983964064002,-0.14291456824952412,0.3774428389531385,-0.8935594992888882,-0.3377294035229025,1
